split,class_name,image_rel_path,edge_density,edge_mean_length,edge_orient_bin_00,edge_orient_bin_01,edge_orient_bin_02,edge_orient_bin_03,edge_orient_bin_04,edge_orient_bin_05,edge_orient_bin_06,edge_orient_bin_07,edge_orient_bin_08,edge_orient_bin_09,edge_orient_bin_10,edge_orient_bin_11,edge_orient_bin_12,edge_orient_bin_13,edge_orient_bin_14,edge_orient_bin_15,edge_orient_bin_16,edge_orient_bin_17,glcm_contrast_d1_a0,glcm_contrast_d1_a1,glcm_contrast_d1_a2,glcm_contrast_d1_a3,glcm_contrast_d2_a0,glcm_contrast_d2_a1,glcm_contrast_d2_a2,glcm_contrast_d2_a3,glcm_homogeneity_d1_a0,glcm_homogeneity_d1_a1,glcm_homogeneity_d1_a2,glcm_homogeneity_d1_a3,glcm_homogeneity_d2_a0,glcm_homogeneity_d2_a1,glcm_homogeneity_d2_a2,glcm_homogeneity_d2_a3,glcm_energy_d1_a0,glcm_energy_d1_a1,glcm_energy_d1_a2,glcm_energy_d1_a3,glcm_energy_d2_a0,glcm_energy_d2_a1,glcm_energy_d2_a2,glcm_energy_d2_a3,glcm_correlation_d1_a0,glcm_correlation_d1_a1,glcm_correlation_d1_a2,glcm_correlation_d1_a3,glcm_correlation_d2_a0,glcm_correlation_d2_a1,glcm_correlation_d2_a2,glcm_correlation_d2_a3,fft_radial_band_00,fft_radial_band_01,fft_radial_band_02,fft_radial_band_03,fft_radial_band_04,fft_radial_band_05,fft_radial_band_06,fft_radial_band_07,fft_radial_band_08,fft_radial_band_09,fft_radial_band_10,fft_radial_band_11,fft_radial_band_12,fft_radial_band_13,fft_radial_band_14,fft_radial_band_15,gabor_theta0_wl2,gabor_theta0_wl4,gabor_theta0_wl8,gabor_theta0_wl16,gabor_theta1_wl2,gabor_theta1_wl4,gabor_theta1_wl8,gabor_theta1_wl16,gabor_theta2_wl2,gabor_theta2_wl4,gabor_theta2_wl8,gabor_theta2_wl16,gabor_theta3_wl2,gabor_theta3_wl4,gabor_theta3_wl8,gabor_theta3_wl16,gabor_theta4_wl2,gabor_theta4_wl4,gabor_theta4_wl8,gabor_theta4_wl16,curv_mean,curv_std,curv_p95,curv_pitch_ratio,shape_area,shape_perimeter,shape_roundness
train,Trilobites,geo fossil I/Trilobites/Trilobite73.jpg,14.920978546142578,852.1666259765625,278.0,338.0,476.0,451.0,523.0,567.0,524.0,433.0,325.0,336.0,338.0,377.0,427.0,426.0,476.0,435.0,345.0,353.0,9.630926132202148,13.430110931396484,8.781750679016113,11.538780212402344,15.21269702911377,13.430110931396484,14.094635009765625,11.538780212402344,0.7577356100082397,0.7122570276260376,0.763150155544281,0.7205004096031189,0.6781941652297974,0.7122570276260376,0.6891170144081116,0.7205004096031189,0.5699023008346558,0.55185467004776,0.5717779397964478,0.5580204725265503,0.5394290089607239,0.55185467004776,0.5432257652282715,0.5580204725265503,0.688926100730896,0.5662860870361328,0.7172027826309204,0.627364993095398,0.5089481472969055,0.5662860870361328,0.5461300015449524,0.627364993095398,0.06209462136030197,0.07120311260223389,0.0753714069724083,0.0784686729311943,0.0782654732465744,0.08012378960847855,0.07932066917419434,0.08305041491985321,0.08169969171285629,0.08217222988605499,0.08433716744184494,0.0700434148311615,0.03581279516220093,0.02192738465964794,0.012210785411298275,0.0038983640260994434,2.658203125,2.818359375,2.912109375,2.3203125,2.3359375,2.7109375,2.8046875,2.3984375,2.541015625,2.494140625,2.501953125,1.958984375,2.521484375,2.48828125,2.005859375,1.5439453125,2.23828125,2.306640625,2.044921875,1.5947265625,0.3109112083911896,0.9495840668678284,0.804983913898468,1.9036891460418701,107127.0,177.01219177246094,42.963775634765625
train,Belemnites,geo fossil I/Belemnites/Belemnite134.jpg,9.070873260498047,518.0555419921875,126.0,137.0,153.0,185.0,208.0,244.0,228.0,213.0,195.0,178.0,258.0,381.0,482.0,480.0,506.0,454.0,260.0,168.0,4.618733882904053,6.241388320922852,5.126601696014404,6.537372589111328,7.190496444702148,6.241388320922852,7.727638244628906,6.537372589111328,0.8939614295959473,0.8858029842376709,0.8932142853736877,0.8711605668067932,0.863116979598999,0.8858029842376709,0.8607747554779053,0.8711605668067932,0.8345873951911926,0.8293420076370239,0.8330028653144836,0.8227958679199219,0.8183592557907104,0.8293420076370239,0.8157720565795898,0.8227958679199219,0.7093230485916138,0.6067833304405212,0.6775014996528625,0.5881280899047852,0.5464718341827393,0.6067833304405212,0.5121451616287231,0.5881280899047852,0.061775241047143936,0.07054291665554047,0.07436104118824005,0.07771321386098862,0.07474856823682785,0.07733063399791718,0.07788779586553574,0.07910925894975662,0.08314797282218933,0.08474790304899216,0.08593817800283432,0.07240850478410721,0.03999226540327072,0.02321035787463188,0.012934948317706585,0.004151197150349617,3.12890625,2.794921875,2.6328125,2.234375,3.109375,2.703125,2.421875,1.62890625,3.634765625,3.056640625,3.1875,2.5390625,3.689453125,3.087890625,2.875,2.623046875,3.267578125,3.474609375,3.19921875,2.94140625,0.15837004780769348,0.21860507130622864,0.5818428993225098,2.0781610012054443,39443.0,151.6396026611328,21.555320739746094
train,Belemnites,geo fossil I/Belemnites/Belemnite101.jpg,4.008693695068359,228.94442749023438,22.0,43.0,48.0,87.0,167.0,305.0,356.0,235.0,153.0,80.0,87.0,59.0,53.0,43.0,35.0,31.0,32.0,46.0,5.014894485473633,9.700697898864746,6.577874660491943,6.795833587646484,9.148366928100586,9.700697898864746,12.071549415588379,6.795833587646484,0.8786765336990356,0.8108327984809875,0.8484843373298645,0.8545237183570862,0.8228996396064758,0.8108327984809875,0.784972608089447,0.8545237183570862,0.6847148537635803,0.6684993505477905,0.6798856854438782,0.6776131987571716,0.6692889928817749,0.6684993505477905,0.6597352623939514,0.6776131987571716,0.8699784874916077,0.7492185831069946,0.8294550180435181,0.8243148326873779,0.763500452041626,0.7492185831069946,0.6879316568374634,0.8243148326873779,0.09760013222694397,0.08538182824850082,0.0862397775053978,0.08075878769159317,0.07748354226350784,0.07672438025474548,0.07456747442483902,0.07139814645051956,0.07080327719449997,0.07307875156402588,0.0760982409119606,0.06237189099192619,0.03379785269498825,0.019686635583639145,0.010608515702188015,0.0034007648937404156,1.5400390625,1.490234375,1.5166015625,1.9970703125,1.470703125,2.12109375,2.88671875,3.62890625,2.05078125,3.314453125,4.55859375,5.265625,1.9189453125,1.7099609375,1.9892578125,1.6982421875,1.3203125,1.326171875,1.3701171875,1.775390625,0.17854978144168854,0.22759978473186493,0.7071047425270081,1.2812678813934326,80114.0,540.8182983398438,3.4420366287231445
train,Corals,geo fossil I/Corals/Coral84.jpg,12.406425476074219,708.5555419921875,284.0,382.0,506.0,544.0,475.0,395.0,291.0,226.0,145.0,163.0,232.0,333.0,480.0,498.0,521.0,439.0,365.0,331.0,10.360466003417969,13.697198867797852,9.443065643310547,13.645196914672852,17.357202529907227,13.697198867797852,15.74450969696045,13.645196914672852,0.7503435611724854,0.7186793684959412,0.7695094347000122,0.7061767578125,0.6589674949645996,0.7186793684959412,0.6790604591369629,0.7061767578125,0.5705966353416443,0.5552741289138794,0.5740436315536499,0.5529122352600098,0.5341736078262329,0.5552741289138794,0.540587306022644,0.5529122352600098,0.7138912081718445,0.6225699782371521,0.7393609285354614,0.6240029335021973,0.5211976766586304,0.6225699782371521,0.5658565759658813,0.6240029335021973,0.07022129744291306,0.0828612819314003,0.07801476120948792,0.07910048961639404,0.0803845003247261,0.07889378070831299,0.0791514590382576,0.07594718784093857,0.0784776359796524,0.0772673562169075,0.0800265222787857,0.06825410574674606,0.03600671887397766,0.02043691650032997,0.011115157045423985,0.0038408224936574697,2.828125,2.96484375,3.37109375,3.4453125,2.478515625,2.88671875,2.84765625,3.048828125,2.619140625,2.630859375,2.6875,2.93359375,2.642578125,2.564453125,2.6328125,2.54296875,2.470703125,2.955078125,3.298828125,3.412109375,0.24444183707237244,0.34944790601730347,0.7155412435531616,1.5530744791030884,102617.0,220.12489318847656,26.612817764282227
train,Trilobites,geo fossil I/Trilobites/Trilobite28.jpg,9.361724853515625,534.6666259765625,166.0,167.0,198.0,271.0,242.0,233.0,284.0,285.0,320.0,341.0,306.0,282.0,272.0,252.0,216.0,213.0,241.0,181.0,5.389133453369141,8.161233901977539,6.093890190124512,8.187134742736816,9.148950576782227,8.161233901977539,9.963984489440918,8.187134742736816,0.8104197978973389,0.7650512456893921,0.7962659597396851,0.761690616607666,0.7476460337638855,0.7650512456893921,0.7366394400596619,0.761690616607666,0.5636892318725586,0.5518153309822083,0.5605850219726562,0.5505186319351196,0.5458730459213257,0.5518153309822083,0.5424327254295349,0.5505186319351196,0.851547122001648,0.7755365371704102,0.8323233723640442,0.7748294472694397,0.748045802116394,0.7755365371704102,0.7262378931045532,0.7748294472694397,0.08687452971935272,0.07782888412475586,0.07680462300777435,0.07416035234928131,0.07974284142255783,0.08116624504327774,0.08146856725215912,0.07842087000608444,0.07800073176622391,0.07643111795186996,0.07881216704845428,0.06632062792778015,0.032486967742443085,0.018225977197289467,0.009433401748538017,0.003822087310254574,1.8037109375,1.8115234375,1.9189453125,2.037109375,1.490234375,1.7783203125,1.6611328125,1.7119140625,1.9365234375,1.99609375,1.9287109375,1.8134765625,1.927734375,2.12109375,1.9013671875,1.6826171875,1.4560546875,1.75,1.765625,2.09375,0.34554430842399597,1.7164337635040283,0.8876848220825195,1.7261871099472046,111083.0,95.21320343017578,153.9795684814453
train,Trilobites,geo fossil I/Trilobites/Trilobite100.jpg,20.870304107666016,1191.9443359375,398.0,526.0,521.0,616.0,621.0,643.0,612.0,627.0,592.0,608.0,573.0,693.0,704.0,664.0,708.0,697.0,588.0,590.0,12.856943130493164,17.686079025268555,12.28809642791748,17.395362854003906,21.038448333740234,17.686079025268555,20.12725257873535,17.395362854003906,0.7404671311378479,0.6956263184547424,0.7385419011116028,0.6876875162124634,0.6617255210876465,0.6956263184547424,0.6697168350219727,0.6876875162124634,0.5570086240768433,0.5450972318649292,0.5593663454055786,0.5435004830360413,0.5299896597862244,0.5450972318649292,0.5348111987113953,0.5435004830360413,0.7813073992729187,0.6995275616645813,0.7911031246185303,0.7044652700424194,0.6424394845962524,0.6995275616645813,0.6581524610519409,0.7044652700424194,0.07870236784219742,0.07144723832607269,0.07714735716581345,0.0808870941400528,0.07838746905326843,0.08017706125974655,0.07902749627828598,0.07865271717309952,0.07953183352947235,0.08109793812036514,0.07972985506057739,0.0652403011918068,0.034744370728731155,0.02006966806948185,0.011020355857908726,0.0041368757374584675,3.033203125,3.658203125,4.11328125,3.208984375,2.662109375,3.125,3.01171875,2.19921875,3.158203125,3.3125,3.142578125,2.501953125,3.162109375,3.416015625,3.068359375,2.474609375,2.693359375,3.125,2.873046875,2.58203125,0.19478046894073486,0.23634104430675507,0.7071047425270081,1.8007794618606567,108746.0,100.04163360595703,136.54054260253906
train,Leaf fossils,geo fossil I/Leaf fossils/Leaf fossil106.jpg,20.887813568115234,1192.9443359375,335.0,508.0,606.0,712.0,756.0,851.0,781.0,651.0,498.0,493.0,518.0,645.0,723.0,750.0,674.0,563.0,431.0,342.0,15.695027351379395,23.011281967163086,16.15595054626465,20.783044815063477,25.814992904663086,23.011281967163086,26.4656925201416,20.783044815063477,0.7587208151817322,0.7086139917373657,0.7513070106506348,0.7173019051551819,0.6847977638244629,0.7086139917373657,0.677128255367279,0.7173019051551819,0.6200467944145203,0.5992439985275269,0.6193137764930725,0.6028438210487366,0.5850939750671387,0.5992439985275269,0.583816409111023,0.6028438210487366,0.7433911561965942,0.6240527629852295,0.7358803153038025,0.6604592800140381,0.5781704783439636,0.6240527629852295,0.5676587820053101,0.6604592800140381,0.06811634451150894,0.07202216982841492,0.07569801062345505,0.08190864324569702,0.08269508183002472,0.07939305156469345,0.07932226359844208,0.07862301915884018,0.08007203787565231,0.08025581389665604,0.08219078928232193,0.06802316755056381,0.035651564598083496,0.02052466757595539,0.01140537764877081,0.004097980447113514,3.927734375,4.10546875,3.935546875,3.462890625,3.83984375,4.42578125,4.046875,3.041015625,4.4140625,4.62890625,4.34765625,3.505859375,4.34375,3.984375,3.90234375,2.94140625,3.71875,3.732421875,4.0234375,3.84765625,0.2575937509536743,0.36990267038345337,0.7415539622306824,2.2809672355651855,89270.0,137.2548370361328,59.54703140258789
train,Leaf fossils,geo fossil I/Leaf fossils/Leaf fossil151.jpg,8.038787841796875,459.111083984375,107.0,187.0,250.0,326.0,336.0,333.0,297.0,249.0,204.0,200.0,257.0,282.0,262.0,273.0,229.0,183.0,148.0,135.0,14.275084495544434,21.47479248046875,13.463544845581055,19.83355712890625,28.359052658081055,21.47479248046875,25.576154708862305,19.83355712890625,0.7872825860977173,0.7365219593048096,0.7956886291503906,0.7578272223472595,0.7062360644340515,0.7365219593048096,0.7250918745994568,0.7578272223472595,0.5865326523780823,0.569454550743103,0.5885728001594543,0.5744010210037231,0.5559812188148499,0.569454550743103,0.5610122680664062,0.5744010210037231,0.8719010353088379,0.8071374893188477,0.8790778517723083,0.8218802213668823,0.7454801201820374,0.8071374893188477,0.7700950503349304,0.8218802213668823,0.11239691078662872,0.09724690765142441,0.09298558533191681,0.08252494782209396,0.07970897853374481,0.07809644937515259,0.07404974848031998,0.07015324383974075,0.06840424984693527,0.06753820925951004,0.06776805967092514,0.05349564179778099,0.02809339389204979,0.016119709238409996,0.0084177041426301,0.0030002607963979244,2.78125,3.912109375,4.97265625,5.98046875,2.537109375,3.79296875,4.84375,5.453125,2.861328125,3.1953125,3.955078125,3.771484375,2.85546875,3.302734375,3.603515625,3.775390625,2.44140625,3.216796875,3.6171875,4.140625,0.24565021693706512,0.5056444406509399,0.7155412435531616,2.1840078830718994,100085.0,144.08326721191406,60.58314514160156
train,Corals,geo fossil I/Corals/Coral132.jpg,7.441520690917969,424.9999694824219,104.0,132.0,223.0,294.0,337.0,328.0,336.0,252.0,186.0,162.0,200.0,247.0,311.0,289.0,253.0,206.0,161.0,125.0,6.087864398956299,8.88648509979248,6.580357074737549,8.142452239990234,9.987311363220215,8.88648509979248,10.705015182495117,8.142452239990234,0.8675510883331299,0.8380686044692993,0.8574784398078918,0.8414815664291382,0.8251178860664368,0.8380686044692993,0.8144894242286682,0.8414815664291382,0.7524678111076355,0.7449105978012085,0.7507864236831665,0.7452762722969055,0.7383137941360474,0.7449105978012085,0.7353535294532776,0.7452762722969055,0.7979860305786133,0.7046387195587158,0.7815636396408081,0.7293517589569092,0.6679443120956421,0.7046387195587158,0.6438378691673279,0.7293517589569092,0.08041515946388245,0.07722046226263046,0.07659883052110672,0.07500288635492325,0.07800653576850891,0.08116236329078674,0.07587245106697083,0.07792762666940689,0.07866822183132172,0.07751208543777466,0.0807492583990097,0.06773725152015686,0.03650512546300888,0.021474400535225868,0.0112235052511096,0.003923834767192602,2.376953125,2.599609375,2.634765625,2.537109375,2.326171875,2.76953125,2.82421875,2.40625,2.744140625,3.083984375,2.923828125,2.857421875,2.7421875,2.798828125,2.859375,2.947265625,2.29296875,2.51953125,2.650390625,2.705078125,0.319242924451828,1.5708644390106201,0.7155412435531616,1.6103782653808594,60913.0,128.1837615966797,46.5858268737793
train,Leaf fossils,geo fossil I/Leaf fossils/Leaf fossil66.jpg,5.613727569580078,320.611083984375,187.0,246.0,311.0,356.0,299.0,199.0,121.0,92.0,54.0,36.0,55.0,90.0,129.0,141.0,166.0,179.0,158.0,178.0,12.08041763305664,16.446901321411133,9.210902214050293,13.864988327026367,20.693511962890625,16.446901321411133,16.14406394958496,13.864988327026367,0.8518096804618835,0.824536919593811,0.875156044960022,0.8423013091087341,0.7987109422683716,0.824536919593811,0.8267412185668945,0.8423013091087341,0.7460238337516785,0.7337236404418945,0.7538108229637146,0.7410436868667603,0.7199008464813232,0.7337236404418945,0.7336187958717346,0.7410436868667603,0.7859525084495544,0.7086910009384155,0.8369076251983643,0.7544118762016296,0.6334100961685181,0.7086910009384155,0.7141053080558777,0.7544118762016296,0.07730145007371902,0.08402630686759949,0.08388068526983261,0.08216633647680283,0.07943644374608994,0.07996422052383423,0.07652892917394638,0.0777445137500763,0.07751808315515518,0.07527554035186768,0.07768337428569794,0.06314108520746231,0.03170957416296005,0.019800633192062378,0.01018289104104042,0.0036399392411112785,4.0625,4.75390625,5.08203125,4.77734375,3.681640625,4.89453125,5.81640625,5.2265625,3.63671875,3.69140625,3.806640625,3.392578125,3.59375,3.482421875,3.576171875,3.541015625,3.466796875,3.595703125,3.791015625,3.3515625,0.27174150943756104,0.4564688801765442,0.7273237109184265,1.8969634771347046,59857.0,169.5979766845703,26.15070915222168
train,Corals,geo fossil I/Corals/Coral130.jpg,4.0038299560546875,228.66665649414062,66.0,87.0,117.0,120.0,105.0,94.0,75.0,58.0,53.0,34.0,64.0,117.0,181.0,159.0,177.0,165.0,124.0,103.0,9.88412857055664,13.569446563720703,10.022981643676758,13.30704402923584,16.346242904663086,13.569446563720703,16.687358856201172,13.30704402923584,0.8783457279205322,0.8605881333351135,0.8815957307815552,0.8535852432250977,0.8341255784034729,0.8605881333351135,0.836036205291748,0.8535852432250977,0.6590510010719299,0.6510614156723022,0.6583972573280334,0.6476681232452393,0.637520432472229,0.6510614156723022,0.6365508437156677,0.6476681232452393,0.7340004444122314,0.6350216269493103,0.7299331426620483,0.6420783996582031,0.5609048008918762,0.6350216269493103,0.5506464242935181,0.6420783996582031,0.06285247206687927,0.0850452333688736,0.09042424708604813,0.08041083067655563,0.0716746598482132,0.07053318619728088,0.07519835233688354,0.0808553695678711,0.08049966394901276,0.07911145687103271,0.0807122215628624,0.06846775859594345,0.03676450997591019,0.021867472678422928,0.011738530360162258,0.0038440392818301916,2.169921875,1.8369140625,1.958984375,2.046875,2.24609375,2.013671875,1.98046875,1.6728515625,2.3828125,1.9912109375,1.9775390625,1.775390625,2.396484375,1.9794921875,2.025390625,1.435546875,2.162109375,1.9970703125,2.03125,1.736328125,0.1191256046295166,0.45047467947006226,0.4472132921218872,1.2875350713729858,84181.0,117.84062194824219,76.17876434326172
train,Corals,geo fossil I/Corals/Coral54.jpg,24.178619384765625,1380.8887939453125,459.0,575.0,754.0,812.0,859.0,746.0,635.0,427.0,325.0,366.0,519.0,799.0,958.0,1078.0,1042.0,902.0,681.0,568.0,20.088665008544922,27.772930145263672,20.611186981201172,26.681232452392578,31.622365951538086,27.772930145263672,33.11856460571289,26.681232452392578,0.6989090442657471,0.6640574336051941,0.6994568705558777,0.6541377305984497,0.6298971772193909,0.6640574336051941,0.6208338737487793,0.6541377305984497,0.609054684638977,0.5895978808403015,0.6072006225585938,0.5823462009429932,0.5672330260276794,0.5895978808403015,0.5615399479866028,0.5823462009429932,0.6353099942207336,0.49637848138809204,0.626297116279602,0.5161662101745605,0.42600274085998535,0.49637848138809204,0.39996328949928284,0.5161662101745605,0.055079150944948196,0.05723995715379715,0.061931509524583817,0.07262825220823288,0.08867935091257095,0.09000681340694427,0.08617593348026276,0.08484013378620148,0.08343901485204697,0.08251334726810455,0.08592163771390915,0.07216334342956543,0.03949756920337677,0.02281704731285572,0.012749160639941692,0.004317773971706629,4.54296875,4.9375,3.28125,3.048828125,4.52734375,5.4140625,3.736328125,2.826171875,4.77734375,5.08984375,3.970703125,2.818359375,4.8125,4.88671875,3.71484375,2.609375,4.58984375,4.9296875,3.544921875,2.7734375,0.2582609951496124,0.5397886633872986,0.7155412435531616,1.2284876108169556,93476.0,113.35533905029297,91.41680145263672
train,Crinoids,geo fossil I/Crinoids/Crinoid25.jpg,12.14670181274414,693.72216796875,101.0,190.0,337.0,514.0,669.0,797.0,797.0,558.0,367.0,328.0,322.0,366.0,370.0,303.0,246.0,159.0,108.0,66.0,13.820868492126465,23.32855987548828,16.63212776184082,17.810853958129883,24.015745162963867,23.32855987548828,28.244430541992188,17.810853958129883,0.7667426466941833,0.6787093877792358,0.7323793172836304,0.7350636124610901,0.6739727854728699,0.6787093877792358,0.638963520526886,0.7350636124610901,0.5789549350738525,0.5482349395751953,0.56943279504776,0.5650765895843506,0.544982373714447,0.5482349395751953,0.5283184051513672,0.5650765895843506,0.7538586854934692,0.5848609805107117,0.7039302587509155,0.683050274848938,0.5723800659179688,0.5848609805107117,0.49745607376098633,0.683050274848938,0.06765516847372055,0.08209152519702911,0.08037196844816208,0.07832223922014236,0.0802348330616951,0.07963048666715622,0.07894143462181091,0.07692663371562958,0.0785590335726738,0.07716114073991776,0.07945827394723892,0.06616326421499252,0.03741523623466492,0.021704604849219322,0.011506138369441032,0.003858024487271905,2.869140625,2.703125,2.548828125,2.58984375,3.091796875,4.15625,4.56640625,5.53125,3.794921875,4.14453125,4.296875,4.8828125,3.693359375,3.2734375,3.310546875,3.095703125,2.873046875,2.7734375,2.537109375,2.2578125,0.23472318053245544,0.4183805584907532,0.7071047425270081,2.6605639457702637,100944.0,76.6274185180664,216.03395080566406
train,Corals,geo fossil I/Corals/Coral65.jpg,17.783775329589844,1015.6666259765625,267.0,379.0,537.0,702.0,741.0,756.0,651.0,445.0,325.0,358.0,424.0,599.0,602.0,556.0,487.0,417.0,323.0,262.0,13.199311256408691,21.459569931030273,16.261991500854492,17.461822509765625,20.30912208557129,21.459569931030273,23.697776794433594,17.461822509765625,0.7716488242149353,0.7208328247070312,0.7499625086784363,0.7327600121498108,0.7174166440963745,0.7208328247070312,0.6868352293968201,0.7327600121498108,0.7178806662559509,0.6835367679595947,0.7029363512992859,0.6888271570205688,0.6789449453353882,0.6835367679595947,0.6536681652069092,0.6888271570205688,0.5538668632507324,0.2744601368904114,0.4494219720363617,0.409622460603714,0.3141593933105469,0.2744601368904114,0.19807982444763184,0.409622460603714,0.038611892610788345,0.05615273863077164,0.05696491897106171,0.0690159797668457,0.08153229206800461,0.08708005398511887,0.08970607072114944,0.08979197591543198,0.08944686502218246,0.09014691412448883,0.09108038246631622,0.07677094638347626,0.041450370103120804,0.024758154526352882,0.013107610866427422,0.004382837098091841,4.49609375,4.15234375,2.306640625,2.056640625,4.90625,5.44140625,2.91015625,2.359375,5.9921875,5.99609375,3.65625,2.833984375,5.8828125,4.69921875,3.029296875,2.646484375,4.50390625,3.6953125,2.20703125,1.791015625,0.23332883417606354,0.2501090466976166,0.7155412435531616,2.2369465827941895,67291.0,115.698486328125,63.17009353637695
train,Crinoids,geo fossil I/Crinoids/Crinoid70.jpg,10.251789093017578,585.4999389648438,49.0,85.0,117.0,271.0,352.0,506.0,538.0,497.0,440.0,435.0,357.0,414.0,315.0,224.0,184.0,121.0,81.0,72.0,4.439601898193359,8.332301139831543,6.815582752227783,7.2760162353515625,7.449887275695801,8.332301139831543,10.293214797973633,7.2760162353515625,0.8725968599319458,0.8148521780967712,0.8304049372673035,0.8248085379600525,0.8229399919509888,0.8148521780967712,0.7788978219032288,0.8248085379600525,0.7720385193824768,0.7498890161514282,0.75872403383255,0.7532404065132141,0.7515179514884949,0.7498890161514282,0.7295773029327393,0.7532404065132141,0.7560312151908875,0.5425114035606384,0.6259902715682983,0.6005071997642517,0.5906435251235962,0.5425114035606384,0.43555036187171936,0.6005071997642517,0.05972038954496384,0.07417726516723633,0.07884684205055237,0.0772026777267456,0.07770698517560959,0.07609724253416061,0.07970163971185684,0.08425524085760117,0.08368048071861267,0.08259991556406021,0.08355897665023804,0.06910710036754608,0.03528633341193199,0.02224947325885296,0.011753781698644161,0.004055648576468229,2.47265625,2.09765625,1.85546875,1.703125,2.623046875,2.755859375,2.650390625,2.373046875,4.015625,3.87890625,3.87109375,2.732421875,3.927734375,3.337890625,3.48046875,2.603515625,2.41796875,2.150390625,1.947265625,1.748046875,0.1984178125858307,0.2671263515949249,0.7071047425270081,2.786275863647461,54103.0,159.5979766845703,26.691713333129883
train,Ammonites,geo fossil I/Ammonites/Ammonite58.jpg,8.775157928466797,501.1666259765625,87.0,119.0,225.0,302.0,399.0,340.0,262.0,174.0,163.0,167.0,159.0,233.0,330.0,357.0,321.0,270.0,148.0,118.0,14.85398006439209,20.417381286621094,14.563421249389648,17.386634826660156,21.111326217651367,20.417381286621094,21.495214462280273,17.386634826660156,0.7764812707901001,0.7365028858184814,0.7684571743011475,0.7366584539413452,0.705109179019928,0.7365028858184814,0.6993066072463989,0.7366584539413452,0.6742122769355774,0.6547146439552307,0.6746087074279785,0.6527150869369507,0.6331391334533691,0.6547146439552307,0.6339563131332397,0.6527150869369507,0.5579005479812622,0.3943162262439728,0.5665484666824341,0.4842236340045929,0.3737395703792572,0.3943162262439728,0.362351655960083,0.4842236340045929,0.03724483400583267,0.0452904999256134,0.06997343897819519,0.07286938279867172,0.08091646432876587,0.08594224601984024,0.08303474634885788,0.08355922251939774,0.08529262989759445,0.09129754453897476,0.09349346905946732,0.08025116473436356,0.0430498868227005,0.02769123762845993,0.01530773937702179,0.004785496741533279,3.837890625,3.8125,3.005859375,1.5478515625,4.11328125,4.0859375,3.142578125,1.48046875,4.34375,4.046875,3.646484375,1.810546875,4.26953125,3.6171875,3.296875,1.95703125,3.919921875,3.5078125,3.26953125,1.7939453125,0.16014426946640015,0.2374621480703354,0.6260986328125,1.2206628322601318,76438.0,396.09039306640625,6.122524738311768
train,Crinoids,geo fossil I/Crinoids/Crinoid97.jpg,3.9629745483398438,226.3333282470703,79.0,74.0,59.0,74.0,104.0,118.0,183.0,240.0,371.0,259.0,208.0,172.0,113.0,83.0,64.0,33.0,39.0,82.0,7.829195976257324,14.899676322937012,11.00934886932373,14.243841171264648,15.919964790344238,14.899676322937012,21.23089599609375,14.243841171264648,0.9087077975273132,0.8602777123451233,0.8828866481781006,0.8666887283325195,0.863538384437561,0.8602777123451233,0.8347633481025696,0.8666887283325195,0.6312218904495239,0.6189995408058167,0.6251809597015381,0.6209287643432617,0.6174269318580627,0.6189995408058167,0.6084235310554504,0.6209287643432617,0.949408233165741,0.9025799632072449,0.9284377098083496,0.906868040561676,0.8965311646461487,0.9025799632072449,0.8603656888008118,0.906868040561676,0.13786272704601288,0.08794458955526352,0.0889524519443512,0.08467207103967667,0.08437661826610565,0.0774027407169342,0.073308065533638,0.06823957711458206,0.06446889787912369,0.06209446117281914,0.06500715762376785,0.05246932432055473,0.02687046118080616,0.014811307191848755,0.008585241623222828,0.0029343103524297476,1.37890625,1.857421875,2.693359375,3.978515625,1.234375,1.6494140625,1.8193359375,2.076171875,1.796875,2.267578125,2.705078125,3.30859375,1.802734375,2.123046875,2.3984375,2.962890625,1.3076171875,1.57421875,1.6376953125,1.779296875,0.0,0.0,0.0,0.0,94587.0,2044.0,0.2844982147216797
