split,class_name,image_rel_path,edge_density,edge_mean_length,edge_orient_bin_00,edge_orient_bin_01,edge_orient_bin_02,edge_orient_bin_03,edge_orient_bin_04,edge_orient_bin_05,edge_orient_bin_06,edge_orient_bin_07,edge_orient_bin_08,edge_orient_bin_09,edge_orient_bin_10,edge_orient_bin_11,edge_orient_bin_12,edge_orient_bin_13,edge_orient_bin_14,edge_orient_bin_15,edge_orient_bin_16,edge_orient_bin_17,glcm_contrast_d1_a0,glcm_contrast_d1_a1,glcm_contrast_d1_a2,glcm_contrast_d1_a3,glcm_contrast_d2_a0,glcm_contrast_d2_a1,glcm_contrast_d2_a2,glcm_contrast_d2_a3,glcm_homogeneity_d1_a0,glcm_homogeneity_d1_a1,glcm_homogeneity_d1_a2,glcm_homogeneity_d1_a3,glcm_homogeneity_d2_a0,glcm_homogeneity_d2_a1,glcm_homogeneity_d2_a2,glcm_homogeneity_d2_a3,glcm_energy_d1_a0,glcm_energy_d1_a1,glcm_energy_d1_a2,glcm_energy_d1_a3,glcm_energy_d2_a0,glcm_energy_d2_a1,glcm_energy_d2_a2,glcm_energy_d2_a3,glcm_correlation_d1_a0,glcm_correlation_d1_a1,glcm_correlation_d1_a2,glcm_correlation_d1_a3,glcm_correlation_d2_a0,glcm_correlation_d2_a1,glcm_correlation_d2_a2,glcm_correlation_d2_a3,lbp_bin_00,lbp_bin_01,lbp_bin_02,lbp_bin_03,lbp_bin_04,lbp_bin_05,lbp_bin_06,lbp_bin_07,lbp_bin_08,lbp_bin_09,lbp_bin_10,lbp_bin_11,lbp_bin_12,lbp_bin_13,lbp_bin_14,lbp_bin_15,lbp_bin_16,lbp_bin_17,lbp_bin_18,lbp_bin_19,lbp_bin_20,lbp_bin_21,lbp_bin_22,lbp_bin_23,lbp_bin_24,lbp_bin_25,lbp_bin_26,lbp_bin_27,lbp_bin_28,lbp_bin_29,lbp_bin_30,lbp_bin_31,lbp_bin_32,lbp_bin_33,lbp_bin_34,lbp_bin_35,lbp_bin_36,lbp_bin_37,lbp_bin_38,lbp_bin_39,lbp_bin_40,lbp_bin_41,lbp_bin_42,lbp_bin_43,lbp_bin_44,lbp_bin_45,lbp_bin_46,lbp_bin_47,lbp_bin_48,lbp_bin_49,lbp_bin_50,lbp_bin_51,lbp_bin_52,lbp_bin_53,lbp_bin_54,lbp_bin_55,lbp_bin_56,lbp_bin_57,lbp_bin_58,fft_radial_band_00,fft_radial_band_01,fft_radial_band_02,fft_radial_band_03,fft_radial_band_04,fft_radial_band_05,fft_radial_band_06,fft_radial_band_07,fft_radial_band_08,fft_radial_band_09,fft_radial_band_10,fft_radial_band_11,fft_radial_band_12,fft_radial_band_13,fft_radial_band_14,fft_radial_band_15,gabor_theta0_wl2,gabor_theta0_wl4,gabor_theta0_wl8,gabor_theta0_wl16,gabor_theta1_wl2,gabor_theta1_wl4,gabor_theta1_wl8,gabor_theta1_wl16,gabor_theta2_wl2,gabor_theta2_wl4,gabor_theta2_wl8,gabor_theta2_wl16,gabor_theta3_wl2,gabor_theta3_wl4,gabor_theta3_wl8,gabor_theta3_wl16,gabor_theta4_wl2,gabor_theta4_wl4,gabor_theta4_wl8,gabor_theta4_wl16,curv_mean,curv_std,curv_p95,curv_pitch_ratio,shape_area,shape_perimeter,shape_roundness
train,Belemnites,geo fossil I/Belemnites/Belemnite59.jpg,8.309211730957031,474.5555419921875,246.0,310.0,292.0,334.0,347.0,297.0,177.0,115.0,71.0,97.0,168.0,224.0,227.0,245.0,233.0,282.0,257.0,376.0,6.6597580909729,8.272849082946777,5.344837665557861,8.09654712677002,10.293476104736328,8.272849082946777,8.906280517578125,8.09654712677002,0.8246873021125793,0.7997823357582092,0.8465223908424377,0.8026962280273438,0.7594814300537109,0.7997823357582092,0.7843062877655029,0.8026962280273438,0.679171621799469,0.6695134043693542,0.6874473094940186,0.6713336706161499,0.6490501165390015,0.6695134043693542,0.6641912460327148,0.6713336706161499,0.7025205492973328,0.6306672096252441,0.7611085772514343,0.6385380029678345,0.540651798248291,0.6306672096252441,0.6020501255989075,0.6385380029678345,0.021965080872178078,0.03430444002151489,0.04239414259791374,0.10071168839931488,0.2904101312160492,0.17300701141357422,0.08842353522777557,0.08314986526966095,0.08453228324651718,0.08110183477401733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07176617532968521,0.08085516095161438,0.0788559839129448,0.07569544017314911,0.07602422684431076,0.07657595723867416,0.07836460322141647,0.0778331458568573,0.0772656500339508,0.07922817021608353,0.0832601860165596,0.06920414417982101,0.036634668707847595,0.02217782475054264,0.012146125547587872,0.00411252211779356,2.701171875,2.775390625,2.623046875,2.828125,2.193359375,2.412109375,2.453125,2.28125,2.166015625,1.978515625,2.197265625,2.173828125,2.1796875,2.115234375,2.1953125,2.294921875,2.205078125,2.2578125,2.302734375,2.07421875,0.20421800017356873,0.277483731508255,0.7071047425270081,1.5955240726470947,78041.0,518.1492919921875,3.6527748107910156
train,Trilobites,geo fossil I/Trilobites/Trilobite193.jpg,1.0768318176269531,61.499996185302734,2.0,8.0,24.0,28.0,24.0,48.0,45.0,47.0,26.0,29.0,25.0,12.0,12.0,6.0,15.0,44.0,13.0,1.0,2.850566864013672,4.565628528594971,3.550367593765259,4.721753120422363,5.269177436828613,4.565628528594971,6.365126609802246,4.721753120422363,0.9416953325271606,0.9230248928070068,0.9322578310966492,0.9203150272369385,0.9149578809738159,0.9230248928070068,0.9052553176879883,0.9203150272369385,0.8081427216529846,0.8011254072189331,0.8039431571960449,0.8005640506744385,0.7993189692497253,0.8011254072189331,0.7917842268943787,0.8005640506744385,0.903741180896759,0.8456143140792847,0.880257785320282,0.8403326869010925,0.8215269446372986,0.8456143140792847,0.7850285172462463,0.8403326869010925,0.06445266306400299,0.07405366748571396,0.049500275403261185,0.08200204372406006,0.12135043740272522,0.10789328813552856,0.07523412257432938,0.1122216135263443,0.14417250454425812,0.16911938786506653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10478153824806213,0.09182583540678024,0.08877222239971161,0.08106601238250732,0.07795897126197815,0.07844056189060211,0.07368651777505875,0.07341752201318741,0.06920439749956131,0.07147888094186783,0.07198219001293182,0.057521428912878036,0.02995430864393711,0.016895413398742676,0.009829387068748474,0.0031848123762756586,1.4208984375,1.373046875,1.7177734375,2.482421875,1.28125,1.509765625,1.626953125,2.185546875,1.802734375,1.765625,2.166015625,1.9892578125,1.802734375,1.8291015625,2.16796875,2.251953125,1.3388671875,1.65234375,2.01953125,2.658203125,0.27101925015449524,0.7266708612442017,0.7071065306663513,3.0824344158172607,50562.0,135.01219177246094,34.856849670410156
train,Trilobites,geo fossil I/Trilobites/Trilobite161.jpg,9.105892181396484,520.0555419921875,436.0,430.0,405.0,343.0,266.0,183.0,155.0,106.0,83.0,84.0,109.0,194.0,269.0,405.0,317.0,226.0,273.0,327.0,12.097962379455566,15.258946418762207,9.348467826843262,17.90974235534668,25.379337310791016,15.258946418762207,20.521284103393555,17.90974235534668,0.8229851126670837,0.8039019703865051,0.8446353077888489,0.7968079447746277,0.7602340579032898,0.8039019703865051,0.7831310033798218,0.7968079447746277,0.6495670676231384,0.6429741978645325,0.652488648891449,0.6401618719100952,0.630595862865448,0.6429741978645325,0.6350407600402832,0.6401618719100952,0.9308429956436157,0.912932276725769,0.9467471837997437,0.8978043794631958,0.8546872735023499,0.912932276725769,0.8833092451095581,0.8978043794631958,0.05914350226521492,0.07795141637325287,0.06430646032094955,0.14096713066101074,0.25422948598861694,0.13870833814144135,0.06172497943043709,0.0524132214486599,0.0453602559864521,0.10519522428512573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13637800514698029,0.11499499529600143,0.1026962399482727,0.08785788714885712,0.07769079506397247,0.07345307618379593,0.06815791875123978,0.0629546269774437,0.06084790453314781,0.060488954186439514,0.05932939797639847,0.045914243906736374,0.02452334389090538,0.014151430688798428,0.007775027304887772,0.0027861502021551132,2.1796875,3.107421875,4.1484375,4.98828125,1.6884765625,2.49609375,3.78515625,4.33203125,1.78125,2.05859375,2.990234375,4.0078125,1.8330078125,2.47265625,3.6875,4.38671875,1.859375,2.86328125,4.203125,5.4140625,0.25043249130249023,1.9281833171844482,0.7071047425270081,1.260308861732483,86595.0,224.76954650878906,21.539108276367188
train,Belemnites,geo fossil I/Belemnites/Belemnite119.jpg,0.9902572631835938,56.5555534362793,9.0,13.0,48.0,39.0,14.0,18.0,6.0,5.0,4.0,2.0,5.0,12.0,32.0,88.0,126.0,33.0,11.0,2.0,0.8811274766921997,0.9401614665985107,0.6999080777168274,0.8686197400093079,1.2871555089950562,0.9401614665985107,1.142255187034607,0.8686197400093079,0.9589224457740784,0.9544556736946106,0.9641225934028625,0.9594457745552063,0.944324254989624,0.9544556736946106,0.9493711590766907,0.9594457745552063,0.9176318645477295,0.9161624908447266,0.9193417429924011,0.9170987606048584,0.9115903377532959,0.9161624908447266,0.9141124486923218,0.9170987606048584,0.7735744714736938,0.7592909336090088,0.8201428651809692,0.7776076793670654,0.6704549789428711,0.7592909336090088,0.7075532078742981,0.7776076793670654,0.04332314059138298,0.05317702889442444,0.04451240226626396,0.09344206750392914,0.21525654196739197,0.1704043447971344,0.08902480453252792,0.0842677503824234,0.11043152958154678,0.09616038203239441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09121592342853546,0.07202531397342682,0.07422403991222382,0.064848393201828,0.07049503922462463,0.07138003408908844,0.06835860759019852,0.07215915620326996,0.07138116657733917,0.07800430804491043,0.09305902570486069,0.07781130820512772,0.046098437160253525,0.027588002383708954,0.015524844639003277,0.005826398264616728,1.1259765625,0.98583984375,0.9296875,1.0751953125,1.5048828125,1.9169921875,2.140625,2.2109375,0.97509765625,0.794921875,0.923828125,0.59716796875,1.0166015625,0.7431640625,0.65576171875,0.8740234375,1.5166015625,1.3984375,1.4375,2.1796875,0.09638611972332001,0.15765281021595,0.3577706217765808,8.78282642364502,23493.0,871.1340942382812,0.3890256881713867
train,Ammonites,geo fossil I/Ammonites/Ammonite167.jpg,26.044349670410156,1487.4443359375,266.0,443.0,695.0,944.0,1146.0,1226.0,1148.0,854.0,639.0,633.0,754.0,884.0,990.0,901.0,764.0,588.0,414.0,270.0,19.684099197387695,34.210872650146484,24.428369522094727,31.559722900390625,40.960262298583984,34.210872650146484,49.82663345336914,31.559722900390625,0.7291056513786316,0.6743280291557312,0.7065700888633728,0.6852361559867859,0.6550279259681702,0.6743280291557312,0.6331168413162231,0.6852361559867859,0.5904028415679932,0.5676710605621338,0.5833337903022766,0.5712546706199646,0.558193564414978,0.5676710605621338,0.5457415580749512,0.5712546706199646,0.8780519366264343,0.787854790687561,0.8484339118003845,0.8042953610420227,0.746402382850647,0.787854790687561,0.6905826330184937,0.8042953610420227,0.10239171981811523,0.1105814278125763,0.0887422040104866,0.12944628298282623,0.14423663914203644,0.09896915405988693,0.06682150065898895,0.0616876520216465,0.050931017845869064,0.14619240164756775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09898248314857483,0.09495195746421814,0.0914597436785698,0.09220751374959946,0.08799146860837936,0.08513235300779343,0.07772521674633026,0.07241453975439072,0.0669337585568428,0.06596777588129044,0.06391371786594391,0.050574857741594315,0.02588951401412487,0.015122983604669571,0.007920424453914165,0.002811686135828495,3.42578125,4.31640625,4.76171875,4.796875,3.576171875,5.3125,6.125,6.45703125,4.46875,5.61328125,6.5,7.8046875,4.4375,5.421875,5.88671875,6.125,3.521484375,5.109375,5.3125,5.46875,0.2831815183162689,0.5895234942436218,0.7589464783668518,1.1829856634140015,97946.0,137.5979766845703,65.00884246826172
train,Trilobites,geo fossil I/Trilobites/Trilobite180.jpg,4.518413543701172,258.0555419921875,490.0,357.0,158.0,108.0,48.0,33.0,29.0,21.0,25.0,19.0,37.0,41.0,44.0,48.0,71.0,93.0,166.0,429.0,2.655024528503418,3.5710110664367676,2.3204197883605957,3.6853978633880615,4.424289703369141,3.5710110664367676,4.127230167388916,3.6853978633880615,0.901168942451477,0.889206051826477,0.9255043268203735,0.8897263407707214,0.8800739645957947,0.889206051826477,0.8957403302192688,0.8897263407707214,0.7594183087348938,0.7564194798469543,0.7603772282600403,0.755656898021698,0.7516046762466431,0.7564194798469543,0.7532666921615601,0.755656898021698,0.9196919798851013,0.8914831876754761,0.9295740723609924,0.8880071640014648,0.8660358190536499,0.8914831876754761,0.8741740584373474,0.8880071640014648,0.07436564564704895,0.10494469851255417,0.05256994068622589,0.07111255824565887,0.10943396389484406,0.0918022096157074,0.07839947938919067,0.12504880130290985,0.12108002603054047,0.17124268412590027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12118273973464966,0.08818258345127106,0.0750284194946289,0.07634273171424866,0.07901361584663391,0.07701417058706284,0.07377459108829498,0.07425837963819504,0.07480636239051819,0.07175686210393906,0.07307819277048111,0.05876588821411133,0.028699593618512154,0.016216663643717766,0.009038741700351238,0.0028404691256582737,2.326171875,1.98828125,1.658203125,1.37890625,1.1376953125,1.3359375,1.1884765625,1.1962890625,1.10546875,1.0693359375,1.109375,1.322265625,1.111328125,1.25390625,1.5732421875,2.306640625,1.056640625,1.21875,1.154296875,1.53515625,0.12278256565332413,0.1952601671218872,0.5407493710517883,1.224475383758545,61663.0,338.26702880859375,6.77197265625
train,Ammonites,geo fossil I/Ammonites/Ammonite27.jpg,17.706928253173828,1011.2777099609375,260.0,351.0,417.0,485.0,501.0,516.0,631.0,534.0,502.0,527.0,550.0,641.0,592.0,502.0,509.0,445.0,304.0,376.0,36.464447021484375,57.11078643798828,39.87086486816406,59.8320198059082,77.20663452148438,57.11078643798828,87.12068176269531,59.8320198059082,0.7925421595573425,0.752732515335083,0.7744141817092896,0.7527843713760376,0.7330559492111206,0.752732515335083,0.7152885794639587,0.7527843713760376,0.6916006803512573,0.6754817366600037,0.6893463134765625,0.6749448180198669,0.6607607007026672,0.6754817366600037,0.6565593481063843,0.6749448180198669,0.8553489446640015,0.7735311388969421,0.8417187333106995,0.7627312541007996,0.6940549612045288,0.7735311388969421,0.6542670726776123,0.7627312541007996,0.10310249030590057,0.12548476457595825,0.049030471593141556,0.11346260458230972,0.24448753893375397,0.10072021931409836,0.04459833726286888,0.04409972205758095,0.038559556007385254,0.13645429909229279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09005826711654663,0.11133138090372086,0.0993218943476677,0.09342902898788452,0.08963761478662491,0.08403971046209335,0.0788726806640625,0.0711151659488678,0.06593338400125504,0.061960067600011826,0.05838942155241966,0.04598720371723175,0.024377398192882538,0.014661120250821114,0.008074972778558731,0.002810690551996231,3.79296875,5.0859375,6.0546875,7.0078125,4.1875,5.52734375,7.046875,7.65234375,4.90234375,6.09375,7.60546875,7.78515625,4.87890625,6.359375,7.32421875,7.27734375,4.21875,5.64453125,6.76171875,7.265625,0.19895640015602112,0.39698469638824463,0.7071065306663513,1.1612110137939453,72144.0,140.1837615966797,46.1333122253418
train,Belemnites,geo fossil I/Belemnites/Belemnite114.jpg,3.5320472717285156,201.7222137451172,38.0,55.0,75.0,154.0,305.0,219.0,79.0,55.0,45.0,43.0,67.0,120.0,182.0,152.0,118.0,136.0,99.0,53.0,2.6641697883605957,3.5808074474334717,2.5924479961395264,3.2118723392486572,4.387087821960449,3.5808074474334717,4.230284214019775,3.2118723392486572,0.917862057685852,0.9030560255050659,0.9192718863487244,0.9094933271408081,0.8875221610069275,0.9030560255050659,0.8877216577529907,0.9094933271408081,0.8530257940292358,0.8449536561965942,0.852588415145874,0.8468181490898132,0.8375752568244934,0.8449536561965942,0.837218701839447,0.8468181490898132,0.7587031126022339,0.6765761375427246,0.7656540870666504,0.7098988890647888,0.6029514074325562,0.6765761375427246,0.6185575127601624,0.7098988890647888,0.03494521975517273,0.03891197592020035,0.04080090671777725,0.08736304938793182,0.23517189919948578,0.1721760481595993,0.08207404613494873,0.07933509349822998,0.14025311172008514,0.08896864205598831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07894191890954971,0.08452575653791428,0.07755949348211288,0.07506166398525238,0.07398124039173126,0.07542061805725098,0.07534705847501755,0.0764106884598732,0.07842987775802612,0.07673721015453339,0.07914947718381882,0.06768876314163208,0.03773600608110428,0.025271553546190262,0.013266864232718945,0.00447181286290288,1.9716796875,1.76171875,1.9443359375,2.056640625,2.0078125,2.287109375,2.080078125,2.25390625,2.01953125,1.94140625,1.837890625,1.7529296875,1.98828125,1.90625,2.08203125,1.9716796875,1.86328125,1.900390625,2.142578125,2.306640625,0.1704288274049759,0.2290247082710266,0.7071047425270081,1.21482515335083,42375.0,115.698486328125,39.77994918823242
train,Belemnites,geo fossil I/Belemnites/Belemnite200.jpg,2.6089096069335938,148.99998474121094,11.0,11.0,11.0,22.0,35.0,44.0,62.0,93.0,53.0,85.0,191.0,88.0,76.0,144.0,58.0,20.0,16.0,11.0,3.048039197921753,5.4657745361328125,5.116452217102051,6.005167007446289,5.3123459815979,5.4657745361328125,8.267655372619629,6.005167007446289,0.9144895076751709,0.8705360889434814,0.874883770942688,0.8642747402191162,0.8786321878433228,0.8705360889434814,0.8216204643249512,0.8642747402191162,0.78602135181427,0.7702401876449585,0.7724790573120117,0.7666222453117371,0.7729077339172363,0.7702401876449585,0.7487229704856873,0.7666222453117371,0.8599159121513367,0.7495924234390259,0.7648542523384094,0.7248808145523071,0.7566245794296265,0.7495924234390259,0.6212325096130371,0.7248808145523071,0.020342320203781128,0.024443594738841057,0.03696615248918533,0.10745338350534439,0.2931043803691864,0.17526111006736755,0.06518291682004929,0.04117679223418236,0.18335428833961487,0.05271504446864128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08421047776937485,0.09029713273048401,0.08589425683021545,0.07267790287733078,0.07510090619325638,0.07515642046928406,0.07352669537067413,0.07324086129665375,0.0762801542878151,0.07722271233797073,0.07928403466939926,0.06461863964796066,0.033475544303655624,0.02165500819683075,0.012744363397359848,0.004614891018718481,1.0185546875,0.96435546875,0.912109375,0.94189453125,1.0595703125,1.072265625,1.09765625,1.1630859375,1.828125,2.00390625,2.93359375,4.1328125,1.8603515625,2.068359375,2.81640625,3.005859375,1.1552734375,1.3876953125,1.5859375,1.8134765625,0.1835837960243225,0.27206993103027344,0.6625514030456543,2.826537609100342,73284.0,1049.979736328125,0.835328221321106
train,Ammonites,geo fossil I/Ammonites/Ammonite52.jpg,13.875274658203125,792.4443969726562,285.0,309.0,481.0,487.0,459.0,548.0,443.0,407.0,324.0,328.0,355.0,400.0,430.0,470.0,418.0,354.0,311.0,311.0,19.14364242553711,30.07175636291504,20.397502899169922,30.164106369018555,40.596656799316406,30.07175636291504,43.15240478515625,30.164106369018555,0.7693915367126465,0.7251935601234436,0.7631270885467529,0.7273465394973755,0.6928457021713257,0.7251935601234436,0.6858166456222534,0.7273465394973755,0.587731659412384,0.5723038911819458,0.5852106213569641,0.5718204379081726,0.5584363341331482,0.5723038911819458,0.553629457950592,0.5718204379081726,0.8762326240539551,0.8056122064590454,0.8683187365531921,0.8050137758255005,0.7372198700904846,0.8056122064590454,0.7214157581329346,0.8050137758255005,0.08824466168880463,0.1020229384303093,0.07645747065544128,0.11878783255815506,0.2010592520236969,0.11846926063299179,0.06610385328531265,0.05200700834393501,0.04794520512223244,0.12890250980854034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09421106427907944,0.11713424324989319,0.10149525105953217,0.09281519800424576,0.08562646806240082,0.07992564886808395,0.07257664948701859,0.06798621267080307,0.06312301754951477,0.06203547865152359,0.061093803495168686,0.04897993057966232,0.025645961984992027,0.0157899409532547,0.008792002685368061,0.0027691139839589596,2.673828125,3.609375,4.82421875,5.953125,2.6640625,3.845703125,4.8515625,6.30859375,3.125,3.84765625,4.91015625,5.98046875,3.11328125,3.845703125,5.01171875,5.546875,2.626953125,3.712890625,4.8046875,5.98828125,0.2591230571269989,0.8760166168212891,0.7273237109184265,1.3597368001937866,100488.0,135.8406219482422,68.43286895751953
train,Belemnites,geo fossil I/Belemnites/Belemnite94.jpg,6.142902374267578,350.83331298828125,78.0,125.0,147.0,239.0,475.0,473.0,328.0,193.0,135.0,155.0,138.0,138.0,135.0,110.0,98.0,87.0,49.0,48.0,4.16662073135376,6.485751628875732,4.512362003326416,4.882922172546387,7.014025688171387,6.485751628875732,7.5380473136901855,4.882922172546387,0.8993087410926819,0.8625003695487976,0.8887988328933716,0.8894868493080139,0.8603454828262329,0.8625003695487976,0.846981406211853,0.8894868493080139,0.7972636222839355,0.7826002240180969,0.7942350506782532,0.7921932935714722,0.7807839512825012,0.7826002240180969,0.7745820879936218,0.7921932935714722,0.8106668591499329,0.7061091661453247,0.7949376702308655,0.7787386775016785,0.6821005940437317,0.7061091661453247,0.6583249568939209,0.7787386775016785,0.02675923891365528,0.036088813096284866,0.03898170217871666,0.10125117748975754,0.253055602312088,0.17198234796524048,0.08035004138946533,0.07962681353092194,0.13083098828792572,0.08107326179742813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08402528613805771,0.08469294011592865,0.07925698161125183,0.07840459793806076,0.0754271075129509,0.07622574269771576,0.0758071020245552,0.07517925649881363,0.07261617481708527,0.0753476545214653,0.07784546911716461,0.06606780737638474,0.03655768558382988,0.023796435445547104,0.013808413408696651,0.004941343329846859,1.833984375,1.81640625,1.876953125,1.9755859375,2.087890625,2.662109375,2.896484375,2.93359375,2.318359375,2.734375,3.3046875,3.595703125,2.169921875,1.798828125,1.8837890625,1.9287109375,1.7529296875,1.6171875,1.755859375,1.9072265625,0.1901000738143921,0.2519790530204773,0.7075265645980835,2.0786752700805664,55255.0,538.9188232421875,2.3907530307769775
train,Trilobites,geo fossil I/Trilobites/Trilobite178.jpg,11.789703369140625,673.3333129882812,475.0,534.0,439.0,354.0,312.0,262.0,226.0,190.0,187.0,217.0,235.0,342.0,349.0,376.0,316.0,349.0,343.0,399.0,8.846522331237793,12.517555236816406,9.16911792755127,14.284736633300781,17.59851837158203,12.517555236816406,18.73385238647461,14.284736633300781,0.7941757440567017,0.7687814235687256,0.810591459274292,0.7587999701499939,0.732743501663208,0.7687814235687256,0.7426009178161621,0.7587999701499939,0.537855327129364,0.528926432132721,0.538149356842041,0.5249381065368652,0.5170551538467407,0.528926432132721,0.516209065914154,0.5249381065368652,0.9268949627876282,0.8966248035430908,0.9242076277732849,0.8820308446884155,0.8547123670578003,0.8966248035430908,0.8452406525611877,0.8820308446884155,0.0817011147737503,0.09579803794622421,0.07228058576583862,0.10840392857789993,0.1374788135290146,0.10420196503400803,0.07268722355365753,0.08617417514324188,0.08569975942373276,0.15557438135147095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12440282106399536,0.10424328595399857,0.09105323255062103,0.0864354744553566,0.07966365665197372,0.07805946469306946,0.07207583636045456,0.06590479612350464,0.06560024619102478,0.0655028373003006,0.06272721290588379,0.051218729466199875,0.026184845715761185,0.0159149169921875,0.008231726475059986,0.002780921058729291,2.1328125,2.650390625,3.181640625,3.646484375,1.6259765625,2.34375,2.87109375,2.916015625,1.8779296875,2.197265625,3.037109375,3.60546875,1.921875,2.564453125,3.751953125,5.2421875,1.6904296875,2.52734375,3.26953125,4.3828125,0.299869567155838,1.5265783071517944,0.7155412435531616,1.2262719869613647,117752.0,83.45584106445312,212.45387268066406
